model,test,train
ARIMA,7.318247324978074,5.39690610137557
KNN,5.098305084745763,4.475206611570248
SGD,4626755956286.4375,3429928092753.323
RandomForest,5.1782547019835174,4.304165533731649
AdaBoost,4.852114474208356,4.64186846104742
GaussianProcess,5.225794682058237,4.168105389953645
LinearRegression,7.037655231254706,5.719327773188135
FNN,15.954516234221282,14.30803184670235
RNNSingle,19.07975345187717,16.50901701078133
